question,answer
"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",This relates to: Declined card payment.
Why was my card declined?,This relates to: Declined card payment.
I tried to make a purchase in the store but my card was declined.,This relates to: Declined card payment.
My card payment wasn't accepted.,This relates to: Declined card payment.
is there a reason that my payment didnt go through,This relates to: Declined card payment.
My card payment did not go through.,This relates to: Declined card payment.
Explain the payment that was declined!,This relates to: Declined card payment.
Explain why my card payment wouldn't go through.,This relates to: Declined card payment.
Why didn;t my payment work,This relates to: Declined card payment.
My card couldn't pay in a shop.,This relates to: Declined card payment.
My payment card was declined - could you tell me why?,This relates to: Declined card payment.
"Hi, is everything in good standing with my card? I am receiving multiple ""decline"" messages.",This relates to: Declined card payment.
Why didn't my card payment work?,This relates to: Declined card payment.
My card payment didn't go through.,This relates to: Declined card payment.
How can a payment be declined,This relates to: Declined card payment.
The store card reader would not accept my card.,This relates to: Declined card payment.
Why was my payment declined? I keep trying my card but it's not working.,This relates to: Declined card payment.
My card was declined,This relates to: Declined card payment.
my payment was rejected,This relates to: Declined card payment.
I was wondering why my card was declined,This relates to: Declined card payment.
"Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident.",This relates to: Declined card payment.
